Key,Value
164,성직자 로브
165,짧은 셔츠
166,짧은 셔츠
167,긴 셔츠
168,긴 셔츠
169,짧은 셔츠
170,짧은 셔츠
171,긴 셔츠
172,긴 셔츠
173,오픈 튜닉
174,천 하의
175,긴 셔츠
176,안티크레리 셔코트
177,도전자 상체 띠
178,짧은 셔츠
179,긴 셔츠
180,조끼
181,챔피언 상체 띠
182,브래지어
183,고급 브래지어
184,평민 블라우스
185,이오도릭
186,신발
187,긴 부츠
188,부츠
189,샌들
190,일상복 바지
191,일상복 망토
192,고급 망토
193,카짓 슈트
194,고급 이오도릭
195,저녁 드레스
196,주간 드레스
197,일상복 드레스
198,끈없는 드레스
199,샅바
200,일반 로브
201,성직자 로브
202,짧은 셔츠
203,짧은 셔츠
204,긴 셔츠
205,긴 셔츠
206,짧은 셔츠
207,짧은 셔츠
208,긴 셔츠
209,긴 셔츠
210,오픈 튜닉
211,두름천
212,긴 치마
213,타이즈
214,짧은 셔츠
215,긴 셔츠
216,조끼
217,Plain Single Bed
218,Fancy Single Bed
219,Plain Double Bed
220,Fancy Double Bed
221,Large Oak Table
222,Large Cherry Table
223,Large Mahogany Table
224,Large Teak Table
225,Small Oak Table
226,Small Cherry Table
227,Small Mahogany Table
228,Small Teak Table
229,Oak Chair
230,Cherry Chair
231,Mahogany Chair
232,Teak Chair
233,Curtains
234,Fancy Curtains
235,Large Pillow
236,Small Pillow
237,Small Plain Rug
238,Large Plain Rug
239,Small Fine Rug
240,Large Fine Rug
241,Large Tapestry
242,Medium Tapestry
243,Small Tapestry
244,Large Skins
245,Small Skins
246,Candelabra
247,횃불
248,랜턴
249,붕대
250,Shubbery
251,꽃
252,기름
253,양초
254,망원경
255,천칭
256,Globe
257,Skeleton
258,염주
259,고급 표식
260,일반 표식
261,종
262,성수
263,탈리스만
264,성물
265,작은 조각
266,큰 조각
267,Icon
268,Scarab
269,성례용 촛불
270,성례용 단검
271,신성한 책
272,Altar
273,Font
274,소울 트랩
275,어음
276,금화
277,책
278,포션 제작법
279,양피지
280,토템
281,Dead Body
282,만텔라
283,손가락
284,그림
285,집 문서
286,배 문서
287,지도

11,Yellow Flowers
12,Root Tendrils
13,Root Bulb
14,Pine Branch
15,Green Berries
16,Red Berries
17,Yellow Berries
18,Clover
19,Red Rose
20,Yellow Rose
21,Black Rose
22,White Rose
23,Red Poppy
24,Black Poppy
25,Golden Poppy
26,White Poppy
27,Ginkgo Leaves
28,Bamboo
29,Palm
30,Aloe
31,Fig
32,Cactus
33,Werewolf's Blood
34,Wereboar's Tusk
35,Fairy Dragon's Scales
36,Nymph Hair
37,Unicorn Horn
38,Wraith Essence
39,Ectoplasm
40,Ghoul's Tongue
41,Spider's Venom
42,Troll's Blood
43,Snake Venom
44,Gorgon Snake
45,Lich Dust
46,Dragon's Scales
47,Giant Scorpion Stinger
48,Small Scorpion Stinger
49,Mummy Wrappings
50,Giant's Blood
51,Basilisk's Eye
52,Gryphon's Feather
53,Daedra's Heart
54,Saint's Hair
55,Holy Relic
56,Big Tooth
57,Medium Tooth
58,Small Tooth
59,Pure Water
60,Rain Water
61,Orc's Blood
62,Elixir Vitae
63,Nectar
64,Ichor
65,Mercury
66,Tin
67,Brass
68,Lodestone
69,Sulphur
70,Lead
71,Iron
72,Copper
73,Silver
74,Gold
75,Platinum
76,Ivory
77,Pearl
78,Indulcet
79,Sursum
80,Quaesto Vil
81,Aegrotat
82,Glass Jar
83,Glass Bottle
84,Decanter
85,Clay Jar
86,Small Sack
87,Large Sack
88,Quiver
89,Backpack
90,Small Chest
91,Wine Rack
92,Large Chest
93,작은 마차
94,말
95,Rowboat
96,Large Boat
97,Small Ship
98,Large Galley
99,Deed to Townhouse
100,Deed to House
101,Deed to Manor
102,상체 갑옷
103,건틀릿
104,다리 갑옷
105,좌측 견갑
106,우측 견갑
107,투구
108,부츠
109,버클러
110,라운드 쉴드
111,카이트 쉴드
112,타워 쉴드
113,대거
114,탄토
115,스태프
116,소검
117,와카자시
118,브로드소드
119,세이버
120,롱소드
121,카타나
122,클레이모어
123,다이-카타나
124,메이스
125,플레일
126,워해머
127,배틀액스
128,워액스
129,숏보우
130,롱보우
131,화살
132,주문책
133,아뮬렛
134,브레이서
135,반지
136,브레이슬렛
137,표식
138,토크
139,천 목띠
140,마법봉
141,상체 띠
142,팔띠
143,기모노
144,고급 팔띠
145,두름천
146,이오도릭
147,신발
148,긴부츠
149,부츠
150,샌들
151,일상복 바지
152,반바지
153,짧은 치마
154,일상복 망토
155,고급 망토
156,카짓 슈트
157,두와이넨 서코트
158,짧은 튜닉
159,고급 튜닉
160,토가
161,양면 튜닉
162,샅바
163,일반 로브
164,성직자 로브
165,짧은 셔츠
166,짧은 셔츠
167,긴 셔츠
168,긴 셔츠
169,짧은 셔츠
170,짧은 셔츠
171,긴 셔츠
172,긴 셔츠
173,오픈 튜닉
174,천 하의
175,긴 셔츠
176,안티크레리 셔코트
177,도전자 상체 띠
178,짧은 셔츠
179,긴 셔츠
180,조끼
181,챔피언 상체 띠
182,브래지어
183,고급 브래지어
184,평민 블라우스
185,이오도릭
186,신발
187,긴 부츠
188,부츠
189,샌들
190,일상복 바지
191,일상복 망토
192,고급 망토
193,카짓 슈트
194,고급 이오도릭
195,저녁 드레스
196,주간 드레스
197,일상복 드레스
198,끈없는 드레스
199,샅바
200,일반 로브
201,성직자 로브
202,짧은 셔츠
203,짧은 셔츠
204,긴 셔츠
205,긴 셔츠
206,짧은 셔츠
207,짧은 셔츠
208,긴 셔츠
209,긴 셔츠
210,오픈 튜닉
211,두름천
212,긴 치마
213,타이즈
214,짧은 셔츠
215,긴 셔츠
216,조끼
217,Plain Single Bed
218,Fancy Single Bed
219,Plain Double Bed
220,Fancy Double Bed
221,Large Oak Table
222,Large Cherry Table
223,Large Mahogany Table
224,Large Teak Table
225,Small Oak Table
226,Small Cherry Table
227,Small Mahogany Table
228,Small Teak Table
229,Oak Chair
230,Cherry Chair
231,Mahogany Chair
232,Teak Chair
233,Curtains
234,Fancy Curtains
235,Large Pillow
236,Small Pillow
237,Small Plain Rug
238,Large Plain Rug
239,Small Fine Rug
240,Large Fine Rug
241,Large Tapestry
242,Medium Tapestry
243,Small Tapestry
244,Large Skins
245,Small Skins
246,Candelabra
247,횃불
248,랜턴
249,붕대
250,Shubbery
251,Flowers
252,기름
253,양초
254,망원경
255,천칭
256,Globe
257,Skeleton
258,염주
259,Rare Symbol
260,Common Symbol
261,종
262,성수
263,탈리스만
264,성물
265,작은 조각
266,큰 조각
267,Icon
268,Scarab
269,성례용 촛불
270,성례용 단검
271,신성한 책
272,Altar
273,Font
274,Soul Trap
275,어음
276,금화
277,책
278,포션 제작법
279,양피지
280,Totem
281,Dead Body
282,만텔라
283,손가락
284,그림
285,집 문서
286,배 문서
287,지도
